Datum ID,Repeat,Plant ID,light_intensity,r,g,b,w,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,pitch,roll,time,Phi2_2000,PhiNPQ_2000,NPQt_2000,PhiNO_2000,qL_2000,FvP/Fm_2000_P,qP_2000,Phi2_1500,PhiNPQ_1500,NPQt_1500,PhiNO_1500,qL_1500,FvP/Fm_1500_P,qP_1500,Fm_2000_Prime,Fs_2000,Fo_2000_Prime,RFd,MPF_slope_2000,MPF_rsquared_2000,baseline,Light Intensity (PAR),Leaf Temp Differential,Ambient Temperature,Ambient Humidity,Leaf Angle,Fm_1500_Prime,Fs_1500,Fo_1500_Prime,MPF_slope_1500,MPF_rsquared_1500,order,Phi2_1000,PhiNPQ_1000,NPQt_1000,PhiNO_1000,qL_1000,FvP/Fm_1000_P,qP_1000,Fm_1000_Prime,Fs_1000,Fo_1000_Prime,MPF_slope_1000,MPF_rsquared_1000,Phi2_500,PhiNPQ_500,NPQt_500,PhiNO_500,qL_500,FvP/Fm_500_P,qP_500,Fm_500_Prime,Fs_500,Fo_500_Prime,MPF_slope_500,MPF_rsquared_500,Phi2_250,PhiNPQ_250,NPQt_250,PhiNO_250,qL_250,FvP/Fm_250_P,qP_250,Fm_250_Prime,Fs_250,Fo_250_Prime,MPF_slope_250,MPF_rsquared_250,LEF,messages,PhiNPQ_2000_MPF,npqt_2000_MPF,PhiNPQ_1500_MPF,npqt_1500_MPF,PhiNPQ_1000_MPF,npqt_1000_MPF,PhiNPQ_500_MPF,npqt_500_MPF,PhiNPQ_250_MPF,npqt_250_MPF,User,Device ID,Status,Notes,Latitude,Longitude
2699803,1,31,0,0,0,0,0,22.84,16.47852,779.03265,23.82,45.56055,778.98224,21.37,1.16,NE,331.65,6.177,-5.58,-2.65,5/11/22,0.187,0.73,8.788,0.083,0.463,0.333,0.563,0.241,0.677,8.228,0.082,0.601,0.346,0.697,254.76,207,170,1.278,-113509.725,-0.997,0,0,-1.47,22.84,16.47852,6.177,255.62,194,167,-123839.337,-0.995,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.369,0.524,4.901,0.107,0.708,0.453,0.816,314.974,198.7,172,-249318.506,-0.99,0.514,0.362,2.932,0.124,0.853,0.554,0.928,403.419,196,180,-410528.369,-0.991,0.561,0.313,2.476,0.126,0.911,0.584,0.961,438.944,192.7,183,-426539.993,-0.998,,,,,,,,,,,,,1865,41:00:13:18,submitted,,41.3125823,-105.5850016
2699802,1,18,0,1,1,1,1,29.71,9.45508,779.02435,29.13,46.28809,778.94049,23.89,1.44,N ,356.17,6.409,-5.83,2.67,5/11/22,0.162,0.773,11.984,0.065,0.516,0.273,0.595,0.171,0.774,14.01,0.055,0.633,0.245,0.696,214.909,180,156,0.581,-73619.634,-0.97,0,0,-5.82,29.71,9.45508,6.409,206.187,171,156,-56473.3,-0.963,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.202,0.735,11.731,0.063,0.662,0.277,0.73,218.566,174.3,158,-53251.64,-0.963,0.317,0.6,7.179,0.084,0.778,0.374,0.848,258.655,176.7,162,-139291.46,-0.993,0.368,0.543,6.054,0.09,0.84,0.409,0.899,274.066,173.3,162,-161583.266,-0.999,,,,,,,,,,,,,1865,41:00:13:18,submitted,,41.3126305,-105.5849806
2699801,1,15,0,1.8,1.8,1,1.8,27.45,27.09863,777.14728,27.85,66.49512,777.08929,24.47,1.15,E ,256.25,17.327,-5.09,16.58,5/12/22,0.19,0.729,8.923,0.082,0.475,0.33,0.575,0.203,0.729,10.729,0.068,0.611,0.294,0.689,252.11,204.3,169,0.911,-103526.931,-0.989,0,0,-2.98,27.45,27.09863,17.327,243.279,194,172,-85239.843,-0.993,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.257,0.665,8.578,0.078,0.68,0.338,0.762,265.675,197.3,176,-122455.691,-0.993,0.401,0.491,4.542,0.108,0.76,0.468,0.856,346.031,207.3,184,-276124.986,-0.983,0.477,0.403,3.332,0.121,0.808,0.53,0.9,395.519,207,186,-340672.977,-0.995,,,,,,,,,,,,,1865,41:00:13:18,submitted,,41.312656,-105.5849792
2699735,1,36,0,0,0,0,0,12.02,27.24219,782.34741,13.8,50.18555,781.99249,12.41,0.55,SE,204.27,10.487,-9.55,-4.35,3/7/22,0.111,0.792,8.144,0.097,0.234,0.348,0.319,0.135,0.774,8.451,0.092,0.302,0.341,0.396,118.091,105,77,0.497,-26936.989,-0.911,0,0,0.39,12.02,27.24219,10.487,116.757,101,77,-32806.307,-0.9,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.184,0.727,8.16,0.089,0.423,0.348,0.529,118.022,96.3,77,-37714.927,-0.991,0.268,0.64,6.978,0.092,0.599,0.38,0.707,125.711,92,78,-39575.901,-0.909,0.332,0.565,5.456,0.103,0.657,0.43,0.771,138.718,92.7,79,-38870.181,-0.932,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699734,1,21,0,1,1,1,1,14.19,26.63672,782.3067,15.49,50.99805,781.98486,14.63,0.56,S ,190.03,1.988,0.87,-1.79,3/7/22,0.14,0.752,6.976,0.108,0.265,0.38,0.368,0.166,0.743,8.105,0.092,0.371,0.349,0.475,126.691,109,79,0.714,-44146.162,-0.993,0,0,0.44,14.19,26.63672,1.988,118.271,98.7,77,-40791.576,-0.982,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.232,0.677,7.415,0.091,0.52,0.367,0.632,123.232,94.7,78,-54214.754,-0.999,0.362,0.527,4.768,0.111,0.672,0.458,0.791,145.837,93,79,-77079.353,-0.993,0.417,0.461,3.781,0.122,0.7,0.505,0.825,162.874,95,81,-85754.632,-0.997,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699733,1,26,0,1,1,1.4,1,15.6,27.59375,782.3222,17.79,51.97949,781.97736,16.47,1.36,SW,143.12,7.633,-4.54,-6.14,3/7/22,0.256,0.548,2.802,0.196,0.269,0.562,0.456,0.306,0.533,3.315,0.161,0.39,0.531,0.577,292.276,217.3,128,1.542,-165401.887,-0.996,0,0,0.87,15.6,27.59375,7.633,271.494,188.3,127,-164419.438,-0.997,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.427,0.406,2.424,0.167,0.522,0.588,0.726,312.839,179.3,129,-258962.942,-0.998,0.566,0.248,1.337,0.186,0.624,0.676,0.837,410.668,178.3,133,-430984.578,-0.998,0.607,0.208,1.12,0.186,0.67,0.697,0.87,439.803,173,133,-478572.333,-0.998,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699732,1,9,0.277,4,2.6,2.6,4.6,17.52,27.31836,782.29626,19.68,54.07422,782.01282,19.13,0.47,SW,148.62,2.308,-1.1,2.03,3/7/22,0.204,0.683,6.052,0.113,0.369,0.409,0.498,0.253,0.635,5.697,0.112,0.465,0.422,0.6,159.046,126.7,94,1.131,-77446.714,-0.993,0,0.277,1.61,17.52,27.31836,2.308,161.118,120.3,93,-100971.113,-0.993,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.375,0.496,3.858,0.129,0.598,0.501,0.749,190.433,119,95,-164450.857,-0.995,0.493,0.355,2.343,0.152,0.667,0.593,0.831,236.151,119.7,96,-254420.474,-0.995,0.531,0.321,2.172,0.148,0.735,0.606,0.876,243.698,114.3,96,-253763.091,-0.995,0.066,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699731,1,23,0.077,2.6,1.6,1.6,2.6,21.17,21.54102,782.35687,23.14,51.63281,782.1521,23.25,0.83,SE,222.98,11.862,-6.61,-9.87,3/7/22,0.21,0.684,6.435,0.106,0.405,0.396,0.53,0.271,0.621,5.74,0.108,0.512,0.42,0.644,203.405,160.7,123,1.169,-102494.936,-0.999,0,0.077,2.08,21.17,21.54102,11.862,212.055,154.7,123,-130668.144,-0.997,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.385,0.486,3.778,0.129,0.614,0.505,0.762,252.666,155.3,125,-196567.154,-0.994,0.506,0.341,2.224,0.153,0.676,0.602,0.84,321.738,159,128,-323121.821,-0.986,0.539,0.312,2.087,0.149,0.739,0.613,0.88,330.351,152.3,128,-312143.285,-0.993,0.019,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699730,1,6,2.587,21.8,6.8,8,25.8,21.94,23.49023,782.2395,22.79,53.6582,782.03436,23.39,0.67,S ,160.68,6.636,-6.16,-2.47,3/7/22,0.15,0.768,9.387,0.082,0.376,0.32,0.47,0.197,0.718,8.43,0.085,0.474,0.341,0.578,129.052,109.7,88,0.793,-38322.764,-0.996,0,2.587,1.45,21.94,23.49023,6.636,132.021,106,87,-50603.982,-0.97,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.276,0.625,6.325,0.099,0.573,0.4,0.691,148.292,107.3,89,-83828.404,-0.994,0.414,0.458,3.596,0.127,0.666,0.515,0.805,185.557,108.7,90,-146780.067,-0.994,0.442,0.43,3.378,0.127,0.711,0.527,0.839,192.446,107.3,91,-141585.05,-0.995,0.515,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699729,1,15,0.328,3,1.8,1.8,3.8,22.56,19.42188,782.07611,23.61,51.29395,781.87189,24.09,0.36,S ,198.8,11.497,-10.53,-4.65,3/7/22,0.107,0.847,18.42,0.046,0.479,0.201,0.535,0.13,0.819,15.917,0.051,0.517,0.224,0.58,171.427,153,137,0.298,-39237.542,-0.975,0,0.328,1.53,22.56,19.42188,11.497,184.251,160.3,143,-47607.089,-0.96,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.175,0.764,12.384,0.062,0.581,0.267,0.654,201.964,166.7,148,-70198.584,-0.985,0.216,0.718,10.856,0.066,0.667,0.292,0.739,210.329,165,149,-79032.167,-0.978,0.23,0.703,10.51,0.067,0.703,0.298,0.771,211.606,163,149,-73340.488,-0.985,0.034,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699728,1,10,2.118,17.6,4.6,6.6,20.6,23.37,17.0752,781.92993,24.15,50.41602,781.75549,25.05,0.5,SE,204.46,12.806,-12.59,-2.33,3/7/22,0.128,0.813,13.783,0.059,0.444,0.248,0.515,0.171,0.767,12.287,0.062,0.562,0.269,0.637,99.758,87,75,0.616,-31974.911,-0.993,0,2.118,1.68,23.37,17.0752,12.806,102.545,85,75,-41065.888,-0.99,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.22,0.706,9.537,0.074,0.611,0.317,0.696,110.318,86,75,-52191.852,-0.983,0.333,0.569,5.835,0.098,0.7,0.417,0.8,131.976,88,77,-90262.055,-1,0.381,0.511,4.761,0.107,0.727,0.459,0.831,142.222,88,77,-109532.8,-0.997,0.363,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699727,1,41,23.976,179,68,73,226,26.34,19.52637,781.60742,26.24,51.38086,781.41138,26.19,0.92,SW,142.85,17.752,-16.99,-5.23,3/7/22,0.089,0.869,20.692,0.042,0.432,0.184,0.483,0.106,0.855,22.46,0.038,0.573,0.172,0.618,77.173,70.3,63,0.257,-21919.611,-0.929,0,23.976,-0.15,26.34,19.52637,17.752,76.105,68,63,-18166.245,-0.824,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.15,0.807,18.925,0.043,0.72,0.197,0.762,78.43,66.7,63,-21006.042,-0.979,0.189,0.753,12.936,0.058,0.665,0.259,0.728,85.061,69,63,-31651.053,-0.964,0.204,0.736,12.355,0.06,0.703,0.268,0.763,86.294,68.7,63,-32708.424,-0.941,2.204,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699726,1,41 retry,0.592,25.2,21.2,22,27,27.13,30.00977,781.60663,24.56,56.52637,781.36938,26.35,0.53,SW,140.74,17.495,-17.37,-2.15,3/7/22,0.091,0.868,21.157,0.041,0.453,0.18,0.502,0.113,0.842,18.83,0.045,0.519,0.197,0.573,89.078,81,73,0.313,-16082.921,-0.986,0,0.592,-0.78,27.13,30.00977,17.495,90.965,80.7,73,-20928.703,-0.878,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.13,0.82,16.422,0.05,0.532,0.219,0.592,93.447,81.3,73,-15042.467,-0.569,0.199,0.742,12.758,0.058,0.702,0.262,0.761,102.415,82,76,-25909.829,-0.786,0.239,0.701,11.565,0.061,0.807,0.28,0.853,105.518,80.3,76,-35115.606,-0.943,0.064,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699725,1,6,7.158,55,19,22,68,27.48,23.8418,781.4989,25.31,59.05078,781.27625,27.39,0.58,SW,153.04,17.232,-17.21,0.92,3/7/22,0.151,0.775,10.443,0.074,0.415,0.299,0.503,0.166,0.759,10.121,0.075,0.454,0.305,0.544,121.251,103,85,0.573,-45569.686,-0.97,0,7.158,-0.09,27.48,23.8418,17.232,122.299,102,85,-46741.858,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.222,0.697,8.599,0.081,0.563,0.337,0.66,130.323,101.3,86,-54791.173,-0.999,0.328,0.567,5.413,0.105,0.641,0.432,0.758,153.207,103,87,-83377.661,-0.979,0.364,0.535,5.312,0.101,0.741,0.436,0.835,157.804,100.3,89,-77739.153,-0.996,1.173,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699724,1,3,0.805,9,4.4,5,10.4,28.33,26.73242,781.44781,26.68,58.32227,781.24628,27.57,1.06,SW,147.4,10.891,-9.66,5.06,3/7/22,0.143,0.797,13.367,0.06,0.492,0.254,0.565,0.138,0.809,15.197,0.053,0.533,0.232,0.597,101.547,87,76,0.586,-35723.443,-0.96,0,0.805,-0.76,28.33,26.73242,10.891,98.637,85,76,-20167.396,-0.762,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.18,0.755,11.652,0.065,0.57,0.278,0.647,105.314,86.3,76,-27930.314,-0.949,0.307,0.601,6.52,0.092,0.682,0.394,0.78,126.967,88,77,-74252.848,-0.971,0.369,0.533,5.442,0.098,0.773,0.431,0.857,135.334,85.3,77,-98782.656,-0.953,0.134,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699723,1,18,0.666,4.8,1,1,5.8,20.35,20.30176,772.65967,20.97,43.59277,772.37665,19.95,0.59,S ,167.9,7.997,-7.73,2.06,3/9/22,0.136,0.781,9.438,0.083,0.337,0.319,0.428,0.171,0.759,10.889,0.07,0.503,0.291,0.589,111.531,96.3,76,0.621,-33704.166,-0.976,0,0.666,-0.4,20.35,20.30176,7.997,105.784,87.7,75,-34681.782,-0.981,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.268,0.642,7.132,0.09,0.611,0.375,0.715,121.607,89,76,-69848.141,-0.996,0.387,0.497,4.263,0.117,0.68,0.481,0.804,148.397,91,77,-126109.967,-0.988,0.383,0.505,4.539,0.111,0.705,0.468,0.818,144.845,89.3,77,-103337.208,-0.963,0.115,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699722,1,29,0.124,1.8,1,1,2,22.54,24.25293,772.59784,23.54,45.92969,772.33154,22.09,0.9,E ,269.67,9.89,-9.83,1.13,3/9/22,0.049,0.922,32.812,0.028,0.361,0.126,0.392,0.086,0.882,27.578,0.032,0.55,0.146,0.589,65.227,62,57,0.16,-8498.849,-0.801,0,0.124,-0.45,22.54,24.25293,9.89,66.733,61,57,-15152.434,-0.959,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.103,0.863,25.231,0.034,0.615,0.157,0.654,67.604,60.7,57,-16128.841,-0.828,0.122,0.838,21.251,0.039,0.635,0.18,0.68,69.501,61,57,-20830.821,-0.975,0.138,0.822,20.431,0.04,0.702,0.185,0.743,69.979,60.3,57,-22365.52,-0.869,0.008,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699721,1,29 retry plant has bad looking leaves,0,0.8,0.8,0.8,0.8,23.16,25.06738,772.77069,24.04,47.37598,772.48938,23.73,0.83,E ,263.62,9.48,-9.38,1.36,3/9/22,0.099,0.857,19.383,0.044,0.459,0.193,0.513,0.101,0.86,21.681,0.04,0.52,0.177,0.568,74.365,67,60,0.305,-20475.544,-0.914,0,0,0.57,23.16,25.06738,9.48,74.125,66.7,61,-20747.439,-0.957,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.13,0.828,19.606,0.042,0.629,0.191,0.677,75.446,65.7,61,-23025.319,-0.971,0.188,0.755,13.378,0.056,0.683,0.253,0.742,81.704,66.3,61,-33338.014,-0.986,0.234,0.701,10.764,0.065,0.736,0.293,0.798,86.587,66.3,61,-42943.779,-0.99,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699720,1,31 retry,0.09,1.6,0.6,1,1.6,25.05,36.07715,772.50891,25.88,59.12598,772.23236,26.11,0.87,S ,196.01,8.326,-5.88,-5.91,3/9/22,0.087,0.884,30.676,0.029,0.619,0.133,0.652,0.083,0.889,31.828,0.028,0.607,0.129,0.64,64.627,59,56,0.131,-12744.044,-0.677,0,0.09,1.06,25.05,36.07715,8.326,64.325,59,56,-13067.902,-0.963,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.077,0.896,33.495,0.027,0.59,0.124,0.621,63.922,59,56,-10277.65,-0.82,0.164,0.794,18.85,0.042,0.797,0.197,0.831,69.767,58.3,56,-27964.15,-0.988,0.116,0.848,23.58,0.036,0.661,0.166,0.7,67.118,59.3,56,-16754.805,-0.901,0.005,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699719,1,31,0.102,1,0,0,1,22.21,22.06348,785.46405,23.03,45.58008,785.20331,22.29,0.44,SW,115.86,10.599,-9.96,3.65,3/14/22,0.167,0.67,4.086,0.164,0.208,0.49,0.34,0.179,0.701,5.872,0.119,0.308,0.415,0.432,174.394,145.3,89,0.916,-62183.105,-0.99,0,0.102,0.08,22.21,22.06348,10.599,149.467,122.7,87,-47268.731,-0.98,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.263,0.624,5.49,0.114,0.474,0.429,0.612,154.167,113.7,88,-70648.118,-0.974,0.407,0.451,3.171,0.142,0.586,0.539,0.755,194.429,115.3,90,-119940.96,-0.999,0.478,0.371,2.458,0.151,0.649,0.585,0.817,218.459,114,91,-130776.902,-0.992,0.022,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699718,1,19,0.055,1.8,1.8,1.8,2,30.32,16.89551,785.63123,30.64,47.34668,785.41296,28.63,1.14,SW,123.92,8.949,-8.45,2.96,3/14/22,0.109,0.831,13.947,0.06,0.375,0.246,0.443,0.104,0.845,16.684,0.051,0.422,0.216,0.482,102.139,91,77,0.622,-23410.807,-0.992,0,0.055,-1.69,30.32,16.89551,8.949,98.248,88,77,-18626.654,-0.691,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.214,0.715,10.047,0.071,0.615,0.306,0.697,113.608,89.3,79,-55316.837,-0.917,0.346,0.557,5.744,0.097,0.732,0.42,0.825,136.167,89,79,-87404.132,-0.993,0.383,0.518,5.263,0.098,0.798,0.438,0.875,140.554,86.7,79,-79984.406,-0.996,0.009,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699717,1,19,0.071,3,2,2,3,29.51,16.90137,779.52704,29.78,51.61328,779.29639,28.31,0.57,S ,194.12,2.922,-2.29,-1.82,4/27/22,0.192,0.691,5.911,0.117,0.336,0.414,0.464,0.215,0.692,7.494,0.092,0.478,0.365,0.591,213.263,172.3,125,,-82597.019,-0.984,0,0.071,-1.2,29.51,16.90137,2.922,195.873,153.7,124,-64923.812,-0.987,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.293,0.607,6.065,0.1,0.6,0.409,0.717,214.051,151.3,127,-78798.941,-0.978,0.509,0.338,2.209,0.153,0.681,0.603,0.844,331.25,162.7,131,-228720.911,-0.999,,,,,,,,,,,,,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699716,1,7,0.033,3.6,3,3,3.6,29.69,13.67285,779.49939,30.44,51.04883,779.26483,29.05,1.06,W ,86.44,14.71,-7.93,-12.43,4/27/22,0.205,0.714,8.916,0.08,0.525,0.33,0.623,0.207,0.715,9.235,0.077,0.548,0.323,0.641,115.789,92,78,0.515,-60980.723,-0.988,0,0.033,-0.64,29.69,13.67285,14.71,115.192,91.3,78,-59883.473,-0.918,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.263,0.65,7.432,0.087,0.616,0.367,0.717,123.458,91,78,-75602.659,-0.986,0.302,0.608,6.791,0.09,0.691,0.385,0.784,128.481,89.7,79,-79577.167,-0.981,0.34,0.571,6.376,0.09,0.778,0.398,0.853,131.265,86.7,79,-77878.122,-0.983,0.005,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699715,1,28,0.006,6.8,6,6,6.8,29.59,12.28613,779.37244,29.76,49.16211,779.15704,29.33,0.71,S ,176.43,12.169,1.1,-12.12,4/27/22,0.171,0.759,10.818,0.07,0.499,0.292,0.584,0.223,0.7,9.188,0.076,0.6,0.324,0.69,103.71,86,73,0.695,-38162.044,-0.987,0,0.006,-0.26,29.59,12.28613,12.169,109.447,85,74,-51423.294,-0.943,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.298,0.613,6.87,0.089,0.684,0.383,0.778,121.508,85.3,75,-61412.13,-0.975,0.385,0.508,4.73,0.107,0.735,0.46,0.837,140.356,86.3,76,-84379.445,-0.991,0.41,0.48,4.36,0.11,0.763,0.477,0.86,145.195,85.7,76,-66578.145,-0.953,0.001,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699714,1,16,0.005,6,5.8,5.8,6,28.91,12.23145,779.25861,29.15,41.66504,779.05029,28.03,1.04,S ,197.5,23.101,-22.78,3.95,4/27/22,0.176,0.746,9.524,0.078,0.461,0.317,0.556,0.217,0.705,9.109,0.077,0.575,0.326,0.668,118.558,97.7,81,0.686,-49882.553,-0.968,0,0.005,-0.88,28.91,12.23145,23.101,120.1,94,81,-58496.202,-0.995,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.293,0.617,6.885,0.09,0.67,0.382,0.766,134.371,95,83,-79662.965,-0.998,0.365,0.524,4.72,0.111,0.675,0.46,0.793,154.922,98.3,84,-106551.617,-0.999,0.407,0.481,4.273,0.112,0.742,0.481,0.847,160.206,95,83,-100154.218,-0.995,0.001,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2699713,1,13,0.09,4,3.2,3.2,4.2,29.64,19.62207,779.19952,29.32,50.13965,778.97858,26.89,1.62,W ,82.13,12.421,11.63,-4.39,4/27/22,0.225,0.667,6.188,0.108,0.429,0.404,0.558,0.282,0.613,5.8,0.106,0.547,0.418,0.674,169.566,131.3,101,0.983,-92293.417,-0.986,0,0.09,-2.75,29.64,19.62207,12.421,174.511,125.3,102,-110433.076,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.362,0.514,4.145,0.124,0.599,0.487,0.744,200.703,128,103,-157427.495,-0.995,0.449,0.418,3.136,0.133,0.69,0.541,0.829,226.705,125,104,-195014.328,-0.997,0.496,0.37,2.753,0.134,0.756,0.565,0.877,239.236,120.7,104,-196412.476,-0.999,0.02,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
