OPEN 6.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 14 2022 10:38:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-2.200000048,-0.340000004,-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,18_ACi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
29,12:50:07,7988.500488,0,1.786407107,0.159749295,170.4660606,28,0,131.0061035,631.782959,0,262.8261719,137.8808594,0.79264065,1,0.475391441,-9.571467295,0.87,0.92,10.06228065,0.87503114,0.018522378,0.475391441,0.583992939,1.403805353,700.7720947,0.5,145.7543989,6.135319353,2.959997826,28.14176369,0.455000013,6.738551396,1,13.47710279,26.67509079,28.14176369,26.33124542,200.4964294,200.0389709,10.11277866,11.03379822,22.61198997,24.67137337,299.7513733,700.7720947,556.3686523,78.5148468,-1.702396393,-0.339731991,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,6.58794208,0.006135319,301.2917637,299.8250908,112.1235327,-0.49031255,3.826314802,48.73364667,37.69984845,27.40842724,3.665920587,0.157877907,0.866316977,2.799603611,0.098840135,13.38411664,0.852164255,21.19218013,199.8600267,0.001894219,500.7768555,613.1974052,262.8261719,0.947847426,0.736768848
Remark=,"""12:53:29 Fs=150 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:53:29 RF#29 7585 um, Fmax=317 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:53:30 Fm'=317""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,12:53:30,8191.500488,0,10.71876221,0.187751178,190.357376,29,0,131.0061035,631.782959,0,317.4172363,150.6491699,0.79264065,1,0.525390708,-9.571467295,0.87,0.92,10.06228065,0.87503114,0.033080923,0.525390708,0.497584998,0.990386427,700.9480591,0.5,161.1245576,7.224473613,2.970577138,28.22555923,0.455000013,6.738551396,1,13.47710279,26.8697052,28.22555923,26.51557159,299.9577332,298.0040283,10.05528069,11.13961887,22.22299194,24.61946678,299.7697754,700.9480591,374.3025513,78.49903107,-1.716220856,-0.341540158,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588346522,0.007224474,301.3755592,300.0197052,112.1516869,-0.620769756,3.845026426,48.98183294,37.84221407,27.54763222,3.695907953,0.18517153,0.874449288,2.821458665,0.11596124,14.94286957,0.638774506,21.44234583,296.930331,0.007740382,500.7768555,613.3513794,317.4172363,0.894625036,0.627756094
Remark=,"""12:56:46 Fs=167 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:56:46 RF#30 7589 um, Fmax=406 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:56:47 Fm'=406""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,12:56:47,8388.5,0,24.71541897,0.214600078,285.3010948,30,0,131.0061035,631.782959,0,406.7944336,167.9804688,0.79264065,1,0.587063011,-9.571467295,0.87,0.92,10.06228065,0.87503114,0.055873598,0.587063011,0.3561168,0.553076706,701.2904053,0.5,180.125885,8.127325718,2.930122302,28.05507469,0.455000013,6.738551396,1,13.47710279,26.92152023,28.05507469,26.62096977,500.4450073,496.0817566,9.951366425,11.17115021,21.92629814,24.61390305,299.7763367,701.2904053,1108.609619,78.49848938,-2.074741364,-0.338634312,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588490726,0.008127326,301.2050747,300.0715202,112.2064623,-0.724531742,3.807040718,48.49826727,37.32711706,27.48829746,3.683100059,0.211236494,0.876918416,2.806181643,0.132320941,22.39570496,0.575109024,21.91069312,493.6060156,0.010970935,500.7768555,613.650943,406.7944336,0.865932089,0.449279001
Remark=,"""12:59:24 Fs=172 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:24 RF#31 7607 um, Fmax=436 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:59:25 Fm'=436""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12:59:25,8546.5,0,30.47225088,0.229071489,350.4692556,31,0,131.0061035,631.782959,0,436.9926758,172.5456543,0.79264065,1,0.605152068,-9.571467295,0.87,0.92,10.06228065,0.87503114,0.065226018,0.605152068,0.308318356,0.445751826,701.600708,0.5,185.7582254,8.532961002,2.885987599,27.8383007,0.455000013,6.738551396,1,13.47710279,26.85967445,27.8383007,26.584095,600.3877563,594.9919434,9.843558311,11.12431717,21.76736832,24.59955025,299.768158,701.600708,1122.03064,78.49710846,-2.249362946,-0.341724217,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588310974,0.008532961,300.9883007,300.0096745,112.2561108,-0.769286601,3.75921433,47.88984465,36.76552748,27.34898758,3.653181002,0.225243014,0.873226731,2.77995427,0.141115914,27.51082317,0.589031935,22.21689189,591.9395411,0.011436957,500.7768555,613.9224676,436.9926758,0.864243877,0.38897621
Remark=,"""13:02:30 Fs=172 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:02:30 RF#32 7603 um, Fmax=455 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:02:31 Fm'=455""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,13:02:31,8732.5,0,40.56608145,0.239565511,478.1508688,32,0,131.0061035,631.782959,0,455.0356445,172.0151367,0.79264065,1,0.621974369,-9.571467295,0.87,0.92,10.06228065,0.87503114,0.08170331,0.621974369,0.279759547,0.388425207,701.2937012,0.5,190.8384759,8.857006006,2.867025103,27.72710037,0.455000013,6.738551396,1,13.47710279,26.82663727,27.72710037,26.56485176,798.5457153,791.3242188,9.726723671,11.0562849,21.55015945,24.49588776,299.7516479,701.2937012,1119.976929,78.49466705,-2.914768219,-0.342003644,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,6.587948117,0.008857006,300.8771004,299.9766373,112.2069897,-0.806784567,3.734884505,47.58137903,36.52509413,27.27686882,3.637775824,0.235381431,0.867859402,2.769916421,0.147483672,37.53229325,0.604241419,22.29917696,787.2607185,0.011490351,500.7768555,613.653827,455.0356445,0.873440449,0.352946252
Remark=,"""13:05:12 Fs=170 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:05:12 RF#33 7604 um, Fmax=454 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:05:13 Fm'=454""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,13:05:13,8894.5,0,47.42659424,0.238476876,620.680155,33,0,131.0061035,631.782959,0,454.1833496,170.0305176,0.79264065,1,0.62563463,-9.571467295,0.87,0.92,10.06228065,0.87503114,0.092869791,0.62563463,0.281108578,0.391030648,701.394104,0.5,191.9890254,8.835727913,2.873051291,27.71914101,0.455000013,6.738551396,1,13.47710279,26.85013199,27.71914101,26.58712006,1000.759766,992.2297974,9.631210327,10.95774078,21.30841255,24.24327278,299.7445984,701.394104,1142.819824,78.4921875,-3.727451324,-0.334625065,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,6.587793181,0.008835728,300.869141,300.000132,112.2230541,-0.803097252,3.733148335,47.5607631,36.60302232,27.2846365,3.639432336,0.234330407,0.860097044,2.779335292,0.146823479,48.7185431,0.625540733,22.09824421,987.4790803,0.010613333,500.7768555,613.7416826,454.1833496,0.879247643,0.354648198
Remark=,"""13:07:45 Fs=169 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:07:45 RF#34 7616 um, Fmax=453 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:07:46 Fm'=453""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,13:07:46,9047.5,0,55.00913306,0.227243431,786.8836402,34,0,131.0061035,631.782959,0,453.4375,169.8134766,0.79264065,1,0.625497502,-9.571467295,0.87,0.92,10.12092686,0.875060463,0.105691229,0.625497502,0.282289125,0.393318724,698.2727051,0.5,191.099131,8.468805836,2.888291439,27.71545792,0.455000013,6.738551396,1,13.47710279,26.8749752,27.71545792,26.60276413,1251.071289,1241.125854,9.479969025,10.75164795,20.94649696,23.75634003,299.7515564,698.2727051,1160.170044,78.5045929,-4.725009918,-0.323833287,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,6.587946105,0.008468806,300.8654579,300.0249752,111.7236303,-0.758378125,3.732345184,47.54301686,36.79136891,27.29521656,3.641689669,0.223475314,0.844053745,2.797635924,0.140005795,61.77397983,0.634007935,21.61298963,1235.615595,0.00962202,500.7768555,611.0308369,453.4375,0.879641457,0.356137583
Remark=,"""13:11:16 Fs=170 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:16 RF#35 7644 um, Fmax=457 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:11:17 Fm'=457""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,13:11:17,9258,0,58.77662241,0.206436039,955.1272433,35,0,131.0061035,631.782959,0,457.8481445,170.7880859,0.79264065,1,0.626976569,-9.571467295,0.87,0.92,10.12092686,0.875060463,0.111739017,0.626976569,0.27530786,0.379896296,699.0101318,0.5,191.7533005,7.622999923,2.85935788,27.39741516,0.455000013,6.738551396,1,13.47710279,26.69188499,27.39741516,26.47496033,1500.475098,1489.829956,9.099511147,10.2447052,20.32214546,22.87973595,299.7685547,699.0101318,1152.834839,78.49904633,-5.982089996,-0.321571171,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588319693,0.007623,300.5474152,299.841885,111.8416186,-0.649492504,3.663557468,46.67008887,36.42538367,27.04465008,3.588556465,0.203321652,0.804199588,2.784356877,0.127352218,74.97657772,0.64109816,20.87717784,1483.942308,0.008269122,500.7768555,611.6761299,457.8481445,0.878283766,0.347329979
Remark=,"""13:14:32 Fs=166 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:32 RF#36 7629 um, Fmax=446 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:14:33 Fm'=446""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,13:14:33,9454.5,0,66.28322646,0.192773938,1331.227175,36,0,131.0061035,631.782959,0,446.5776367,166.6931152,0.79264065,1,0.626732058,-9.571467295,0.87,0.92,10.12092686,0.875060463,0.124179889,0.626732058,0.293147068,0.414721444,698.0606079,0.5,191.418147,7.22290543,2.89893841,27.42315483,0.455000013,6.738551396,1,13.47710279,26.63744926,27.42315483,26.40881538,2001.085327,1988.844482,8.725343704,9.810882568,19.54906273,21.98120499,299.7754822,698.0606079,1143.312622,78.49902344,-9.429477692,-0.310614407,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,6.588471946,0.007222905,300.5731548,299.7874493,111.6896948,-0.603241283,3.66908311,46.7404937,36.92961113,27.03030205,3.585534524,0.190055421,0.770144701,2.815389824,0.119025925,104.5000332,0.669347044,19.83767347,1982.204898,0.006633547,500.7768555,610.8452391,446.5776367,0.886913083,0.369836026
